Job Nature,Position Level,Job Category,Qualification,Salary,Company,Title,Description
Internship,Experienced,"

General Worker, 
    
Generalist

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Keysight Technologies,Intern Tech I,"['', 'Job Description', '', 'At Keysight, we help companies address their toughest challenges with precision and confidence. We offer the most precise electronic measurement tools in the industry, with advanced software to match. Our employees leverage their insight and passion to revolutionize electronic measurements and make a difference in the world. You can join our mission to make a real difference through rapid solution development, turning measurement science IP into killer apps, on a hardware/OS agnostic, modern C++ foundation, delivered into an always-on, everywhere available, app store ecosystem.', '', ""This is an opportunity to join a highly skilled hardware team at Singapore Keysight site. We are experts in the design and implementation of in board test solution for electronics manufacturers. Keysight's In-Circuit Test (ICT) System is a leading board test solution for electronics manufacturers to tackle a wide range of PCBA test access and coverage issues for today’s complex printed circuit assemblies."", '', 'This industrial project involves to characteristic the polarity of capacitance. In this role candidate will support the development of better, cheaper ICT system and get them to market rapidly. Opportunities exist to develop expertise in the areas of data analysis and ICT measurement. This may include requirements capture, performance analysis, design, verification, validation, integration, qualification and etc:', 'This project gives the candidate an exciting journey into what goes on in research and development project cycle; how a solution is created to change and improve the technology; how the software and hardware partitioning can enhance scalability of the product to build solutions.', '', '', '', 'Job Qualifications', '', 'Electronic and Electrical background with interest in Data Analysis', '', '', '', 'Job Function', '*Internships', '', '___________________________________________________________________________________', 'Privacy Statement\xa0', '***Keysight is an Equal Opportunity Employer.***', '\nKeysight Technologies Inc. is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other protected categories under all applicable laws.', 'Candidates can be considered to work from the following locations:', 'APAC : Singapore : Singapore : Singapore', 'Job ID :\xa029861\xa0']"
Permanent,Experienced,"

Assembly/Process/Production, 
    
Industrial & Production, 
    
Maintenance, 
    
Mechanical, 
    
Property/Facility Management

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,SYSTEMS ON SILICON MANUFACTURING COMPANY (SSMC),Facilities Principal Engineer / Senior Engineer / Engineer (Electricals),"['Responsibilities :', 'Requirements:']"
"Permanent, Contract","Entry Level, Experienced","

IT-Hardware, 
    
Technician, 
    
Troubleshoot

","ITE/ NITEC/ Higher NITEC, Diploma","

        2,200 SGD - 2,700 SGD / Year
      
      
",THATZ International Pte Ltd,IT Video Conferencing & Voice Support Engineers,"['Job Duties:', ' ', 'Job Requirements:', '', 'Key objective of this role:  ', 'To deliver awesome user experience through result oriented yet friendly service disposition ...we call it Thatz Way!\n\n', '', 'Benefits', 'Compensation Package:', '', 'Others:', '', '', '', 'As an advocate for fair employment, we strive to do our best to render objective and merit based considerations for all applications, and we shall communicate with you personally when short-listed. For those who are not short-listed, your profile will be kept for other opportunities where suitable.', '', 'Best wishes to your job search!\n\n', '', 'Feel free to recommend this position to your friend(s) or relative(s) who may meet our needs and be rewarded.\n\n', '', 'For more information about THATZ and other job listings, please visit: www.thatz.com ', 'Please like our Facebook: www.facebook.com/thatz.international \xa0 ', 'LinkedIn: www.linkedin.com/company/thatz-international-pte-ltd ', 'Our Software Product: www.thatzcontact.com, https://salutensmen.sg and https://yummydurian.com ', '']"
"Permanent, Contract",Experienced,"

IT-Hardware, 
    
Technician, 
    
Troubleshoot

","ITE/ NITEC/ Higher NITEC, Diploma",0.0,THATZ International Pte Ltd,Assistant Engineers (AVC Support),"['Job Duties:', ' ', 'Job Requirements:', '', 'Key objective of this role:  ', 'To deliver awesome user experience through result oriented yet friendly service disposition ...we call it Thatz Way!\n\n', '', 'Benefits', 'Compensation Package:', '', 'Others:\n', '', '', '', 'As an advocate for fair employment, we strive to do our best to render objective and merit based considerations for all applications, and we shall communicate with you personally when short-listed. For those who are not short-listed, your profile will be kept for other opportunities where suitable.', '', 'Best wishes to your job search!\n\n', '', 'Feel free to recommend this position to your friend(s) or relative(s) who may meet our needs and be rewarded.\n\n', '', 'For more information about THATZ and other job listings, please visit: www.thatz.com ', 'Please like our Facebook: www.facebook.com/thatz.international \xa0 ', 'LinkedIn: www.linkedin.com/company/thatz-international-pte-ltd ', 'Our Software Product: www.thatzcontact.com, https://salutensmen.sg and https://yummydurian.com ', '']"
"Permanent, Contract","Entry Level, Experienced","

IT-Hardware, 
    
Technician, 
    
Troubleshoot

","ITE/ NITEC/ Higher NITEC, Diploma","

        2,200 SGD - 2,700 SGD / Year
      
      
",THATZ International Pte Ltd,A/V Support Specialist,"['Job Duties:', ' ', 'Job Requirements:', '', 'Key objective of this role:  ', 'To deliver awesome user experience through result oriented yet friendly service disposition ...we call it Thatz Way!\n\n', '', 'Benefits', 'Compensation Package:', '', 'Others:', '', '', '', 'As an advocate for fair employment, we strive to do our best to render objective and merit based considerations for all applications, and we shall communicate with you personally when short-listed. For those who are not short-listed, your profile will be kept for other opportunities where suitable.', '', 'Best wishes to your job search!\n\n', '', 'Feel free to recommend this position to your friend(s) or relative(s) who may meet our needs and be rewarded.\n\n', '', 'For more information about THATZ and other job listings, please visit: www.thatz.com ', 'Please like our Facebook: www.facebook.com/thatz.international \xa0 ', 'LinkedIn: www.linkedin.com/company/thatz-international-pte-ltd ', 'Our Software Product: www.thatzcontact.com, https://salutensmen.sg and https://yummydurian.com ', '']"
Permanent,Entry Level,"

IT-Hardware, 
    
IT-Administration, 
    
IT-Management, 
    
IT-Software/Development, 
    
Product Development/Management

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Micron Semiconductor Asia,NVE Systems Media Sustaining Engineer,"['', 'Req. ID: 119848\xa0', 'As a NVE Systems Media Sustaining Engineer within the Media Architecture Group/SSD Product Engineering at Micron, you will be responsible for the sustaining engineering of Micron’s wide portfolio of system products.\xa0 This is a key creative and development position where you will provide guidance and direction to improve the overall quality Micron products by applying system and component expertise.\xa0 As such, candidates are expected to be proficient subject matter experts in system integration, system debug, data gathering, and failure analysis.', '', 'Successful candidates for this position will:', '', 'Successful candidates for this position are typically capable of demonstrating:', '', 'Required qualifications:', ""\n We recruit, hire, train, promote, discipline and provide other conditions of employment without regard to a person's race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity and expression, pregnancy, veteran’s status, or other classifications protected under law. \xa0This includes providing reasonable accommodation for team members' disabilities or religious beliefs and practices."", '\n Each manager, supervisor and team member is responsible for carrying out this policy. The EEO Administrator in Human Resources is responsible for administration of this policy. The administrator will monitor compliance and is available to answer any questions on EEO matters.', '\n To request assistance with the application process, please contact Micron’s Human Resources Department at 1-800-336-8918 (or 208-368-4748).', '\n Keywords: \xa0Singapore || Central Singapore (SG-01) || Singapore (SG) || NVE (Non-Volatile Engineering Group) || Experienced || Regular || Engineering || Not Applicable ||\n \xa0', '\nJob Segment: \n Manufacturing Engineer, Engineer, Electrical, Firmware, Systems Engineer, Engineering, Technology\n \n \n ']"
"Contract, Temporary","Entry Level, Experienced","

IT-Hardware, 
    
IT-Administration, 
    
Technician, 
    
Troubleshoot

","ITE/ NITEC/ Higher NITEC, Diploma","

        2,200 SGD - 2,700 SGD / Year
      
      
",THATZ International Pte Ltd,IT Support cum Audio Visual Engineers,"['Job Duties:', ' ', 'Job Requirements:', '', 'Key objective of this role:  ', 'To deliver awesome user experience through result oriented yet friendly service disposition ...we call it Thatz Way!\n\n', '', 'Benefits', 'Compensation Package:', '', 'Others:', '', '', '', 'As an advocate for fair employment, we strive to do our best to render objective and merit based considerations for all applications, and we shall communicate with you personally when short-listed. For those who are not short-listed, your profile will be kept for other opportunities where suitable.', '', 'Best wishes to your job search!\n\n', '', 'Feel free to recommend this position to your friend(s) or relative(s) who may meet our needs and be rewarded.\n\n', '', 'For more information about THATZ and other job listings, please visit: www.thatz.com ', 'Please like our Facebook: www.facebook.com/thatz.international \xa0 ', 'LinkedIn: www.linkedin.com/company/thatz-international-pte-ltd ', 'Our Software Product: www.thatzcontact.com, https://salutensmen.sg and https://yummydurian.com ', '']"
0.0,0.0,0.0,"'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,United Overseas Bank Ltd (UOB),"SVP, Security Architect",[]
0.0,0.0,0.0,"'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,United Overseas Bank Ltd (UOB),"Assistant / Vice President, Portfolio & Regulatory Management – Retail Analytics (Secured)",[]
Permanent,Experienced,"

Assembly/Process/Production, 
    
Industrial & Production, 
    
Maintenance, 
    
Mechanical, 
    
Property/Facility Management

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,SYSTEMS ON SILICON MANUFACTURING COMPANY (SSMC),Facilities Principal Engineer/ Senior Engineer/ Engineer (Mechanical),"['Job Description:', 'Job Requirements:']"
Permanent,Entry Level,"

IT-Hardware, 
    
IT-Administration, 
    
IT-Management, 
    
IT-Software/Development, 
    
Product Development/Management

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Micron Semiconductor Asia,STC Process Development Engineer (CVD),"['', 'Req. ID: 106403\xa0', 'Description', 'Micron’s Singapore Technology Center R&D group is looking for process development engineer to support R&D activities associated with rapid deployment of technology nodes, the process margin improvement work necessitated thereof\xa0 as well as to ensure extended engagement with manufacturing on the upcoming technology nodes.', '', 'Responsibilities', '', 'Requirements']"
Permanent,Entry Level,"

IT-Hardware, 
    
IT-Administration, 
    
IT-Management, 
    
IT-Software/Development, 
    
Product Development/Management

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Micron Semiconductor Asia,PQRA PACKAGE LAB ENGINEER,"['', 'Req. ID: 111206\xa0', 'GQ – PQRA Package Lab Engineer', '', 'As a Global Quality (GQ) Product Quality and Reliability Assurance (PQRA) Package Lab Engineer at Micron Technology Inc., you will develop, maintain, and improve Failure Analysis (FA) and characterization methods for microelectronics packages and PCB Assemblies, and will specify and improve processes, select equipment, and interpret test results with respect to industry standards and Micron requirements. In support of these responsibilities, you will develop and maintain knowledge of leading-edge technology, and may work on projects that advance the leading-edge. Additionally, you will respond to inquiries from internal and external customers as a subject matter expert for lab activities.', '', 'Responsibilities and Tasks\n \xa0', 'Manage New Package/Module Qualification', 'Develop Package/Module Reliability Methods and Standards', 'Support Deviant Material Disposition', 'Provide Technical Support to Return Material Authorization (RMA) Teams', 'Provide Technical Expertise to Internal/External Customers', 'Manage and Develop the Team (Supervisors)', '', 'Requirements:', '', '\n Location:\xa0MSB - 990 Bendemeer Road, Singapore 339942', '', '', ""\n We recruit, hire, train, promote, discipline and provide other conditions of employment without regard to a person's race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity and expression, pregnancy, veteran’s status, or other classifications protected under law. \xa0This includes providing reasonable accommodation for team members' disabilities or religious beliefs and practices."", '\n Each manager, supervisor and team member is responsible for carrying out this policy. The EEO Administrator in Human Resources is responsible for administration of this policy. The administrator will monitor compliance and is available to answer any questions on EEO matters.', '\n To request assistance with the application process, please contact Micron’s Human Resources Department at 1-800-336-8918 (or 208-368-4748).', '\n Keywords: \xa0SINGAPORE || North West (SG-03) || Singapore (SG) || Quality || College || Regular || Science/Laboratory || #LI-KL1 ||\n \xa0', '\nJob Segment: \n Package Design, Electronics Engineer, Metallurgy, Laboratory, Materials Science, Manufacturing, Engineering, Science\n \n \n ']"
